trial_id,run_id,resolution_minutes,outer_fold,model,c_value,inner_fold_count,inner_event_count,inner_oof_brier,inner_fold_brier_json,selected
2e28ec9f0666ac74,5840890d5afe6d1c,5,9,m1,10,3,6612,0.243749414284,"[0.24230889978643302, 0.24532771684445087, 0.24362198803925297]",False
340d18103f220593,5840890d5afe6d1c,5,10,m0,0.01,3,6601,0.243919857764,"[0.24537380329921957, 0.24400637100712788, 0.24238184590090137]",True
3cb1d4fca4f88720,5840890d5afe6d1c,5,10,m0,0.1,3,6601,0.243925355786,"[0.24538724486108723, 0.24400693444625227, 0.24238436062580843]",False
4dc264e79e55fb28,5840890d5afe6d1c,5,10,m0,1,3,6601,0.243925923078,"[0.24538863244357068, 0.24400699060018552, 0.2423846214179946]",False
d04edc122444ea89,5840890d5afe6d1c,5,10,m0,10,3,6601,0.243925979988,"[0.24538877165085332, 0.24400699621348193, 0.24238464759418496]",False
ae3fa0ecdd6250fe,5840890d5afe6d1c,5,10,m1,0.01,3,6601,0.243788002892,"[0.24531262342849267, 0.24362670378739154, 0.24242782008761965]",True
4db9965db75ee08f,5840890d5afe6d1c,5,10,m1,0.1,3,6601,0.243792875973,"[0.24532616823752326, 0.24362216218943597, 0.24243347328110706]",False
cc65cf3f475844e7,5840890d5afe6d1c,5,10,m1,1,3,6601,0.243793487253,"[0.24532757556680526, 0.24362200391997005, 0.2424340612583136]",False
9a65ad6f2b2f71a5,5840890d5afe6d1c,5,10,m1,10,3,6601,0.243793548626,"[0.24532771684445087, 0.24362198803925297, 0.24243412030118025]",False
773afdb08a1c8d4a,5840890d5afe6d1c,5,11,m0,0.01,3,6693,0.240480235996,"[0.24400637100712788, 0.24238184590090137, 0.2352535447838792]",False
81adc799426ea410,5840890d5afe6d1c,5,11,m0,0.1,3,6693,0.240480146476,"[0.24400693444625227, 0.24238436062580843, 0.23525032191271344]",False
1a8563138fcaf942,5840890d5afe6d1c,5,11,m0,1,3,6693,0.240480137524,"[0.24400699060018552, 0.2423846214179946, 0.2352499908445167]",False
6be9f2334aed5cb7,5840890d5afe6d1c,5,11,m0,10,3,6693,0.240480136629,"[0.24400699621348193, 0.24238464759418496, 0.23524995764754664]",True
52678f39be0c5173,5840890d5afe6d1c,5,11,m1,0.01,3,6693,0.240206444458,"[0.24362670378739154, 0.24242782008761965, 0.2347743211155603]",False
2c35e0ee0819902a,5840890d5afe6d1c,5,11,m1,0.1,3,6693,0.240204858697,"[0.24362216218943597, 0.24243347328110706, 0.23476862343187613]",False
91a0fed4e11f7815,5840890d5afe6d1c,5,11,m1,1,3,6693,0.240204799157,"[0.24362200391997005, 0.2424340612583136, 0.23476803642808863]",False
8fee8126ca050f2c,5840890d5afe6d1c,5,11,m1,10,3,6693,0.240204793213,"[0.24362198803925297, 0.24243412030118025, 0.234767977573743]",True
5d76659099dfa004,5840890d5afe6d1c,5,12,m0,0.01,3,6721,0.240067088966,"[0.24238184590090137, 0.2352535447838792, 0.24271864464441542]",True
f018d9af8f7e2610,5840890d5afe6d1c,5,12,m0,0.1,3,6721,0.240067177121,"[0.24238436062580843, 0.23525032191271344, 0.24271973466922253]",False
55d46377ae2e7378,5840890d5afe6d1c,5,12,m0,1,3,6721,0.240067186507,"[0.2423846214179946, 0.2352499908445167, 0.24271984520431572]",False
1042572287a84c3f,5840890d5afe6d1c,5,12,m0,10,3,6721,0.240067187452,"[0.24238464759418496, 0.23524995764754664, 0.24271985627431897]",False
32211ae568967b69,5840890d5afe6d1c,5,12,m1,0.01,3,6721,0.239922246254,"[0.24242782008761965, 0.2347743211155603, 0.24272842192898078]",True
a566be8658daffb1,5840890d5afe6d1c,5,12,m1,0.1,3,6721,0.23992428232,"[0.24243347328110706, 0.23476862343187613, 0.24273481855898343]",False
d9356e9d5d935480,5840890d5afe6d1c,5,12,m1,1,3,6721,0.239924356971,"[0.2424340612583136, 0.23476803642808863, 0.24273506542236192]",False
359fd203e065d901,5840890d5afe6d1c,5,12,m1,10,3,6721,0.239924364471,"[0.24243412030118025, 0.234767977573743, 0.2427350901296812]",False
0081ee458838c664,5840890d5afe6d1c,5,13,m0,0.01,3,6750,0.240485009516,"[0.2352535447838792, 0.24271864464441542, 0.24361730384730235]",True
dc299b71512b57d4,5840890d5afe6d1c,5,13,m0,0.1,3,6750,0.240485087397,"[0.23525032191271344, 0.24271973466922253, 0.24361975588925106]",False
f334a24e10f3ba8f,5840890d5afe6d1c,5,13,m0,1,3,6750,0.240485095068,"[0.2352499908445167, 0.24271984520431572, 0.24362000821751176]",False
b879ff41078858d5,5840890d5afe6d1c,5,13,m0,10,3,6750,0.240485095835,"[0.23524995764754664, 0.24271985627431897, 0.2436200335240566]",False
68c9be881c228da4,5840890d5afe6d1c,5,13,m1,0.01,3,6750,0.240267637899,"[0.2347743211155603, 0.24272842192898078, 0.2434411587868937]",False
c01c6cd8a76972b7,5840890d5afe6d1c,5,13,m1,0.1,3,6750,0.240267637004,"[0.23476862343187613, 0.24273481855898343, 0.2434405964646207]",False
d5bc22cd871e2f61,5840890d5afe6d1c,5,13,m1,1,3,6750,0.240267621574,"[0.23476803642808863, 0.24273506542236192, 0.24344090497527585]",False
8810f251146c7b47,5840890d5afe6d1c,5,13,m1,10,3,6750,0.24026762002,"[0.234767977573743, 0.2427350901296812, 0.2434409359309046]",True
002f159728ad1ecc,5840890d5afe6d1c,5,14,m0,0.01,3,6827,0.241251453675,"[0.24271864464441542, 0.24361730384730235, 0.2376363511525228]",False
fd038b0251ae3835,5840890d5afe6d1c,5,14,m0,0.1,3,6827,0.241251359015,"[0.24271973466922253, 0.24361975588925106, 0.2376327376740692]",False
1020811f8cb6cda3,5840890d5afe6d1c,5,14,m0,1,3,6827,0.241251349982,"[0.24271984520431572, 0.24362000821751176, 0.23763236941693877]",False
da03134066b55234,5840890d5afe6d1c,5,14,m0,10,3,6827,0.241251349084,"[0.24271985627431897, 0.2436200335240566, 0.2376323325205094]",True
33b3cd8fb5f05576,5840890d5afe6d1c,5,14,m1,0.01,3,6827,0.240961516757,"[0.24272842192898078, 0.2434411587868937, 0.2369561800419557]",False
3581aa5cfb43368c,5840890d5afe6d1c,5,14,m1,0.1,3,6827,0.240960858281,"[0.24273481855898343, 0.2434405964646207, 0.2369487696084823]",False
d586f5c34fbccdfe,5840890d5afe6d1c,5,14,m1,1,3,6827,0.240960781097,"[0.24273506542236192, 0.24344090497527585, 0.23694802294641495]",False
9586e7d8a9ee7901,5840890d5afe6d1c,5,14,m1,10,3,6827,0.240960773402,"[0.2427350901296812, 0.2434409359309046, 0.2369479482295979]",True
99d21bd8ab7a275b,5840890d5afe6d1c,5,15,m0,0.01,3,7022,0.237862742604,"[0.24361730384730235, 0.2376363511525228, 0.23280034506417802]",False
1812743c429d2940,5840890d5afe6d1c,5,15,m0,0.1,3,7022,0.237861946733,"[0.24361975588925106, 0.2376327376740692, 0.2327993119779612]",False
b366c02ca5ef72b6,5840890d5afe6d1c,5,15,m0,1,3,7022,0.237861867566,"[0.24362000821751176, 0.23763236941693877, 0.23279921007305934]",False
06c1981856bc587e,5840890d5afe6d1c,5,15,m0,10,3,7022,0.237861859653,"[0.2436200335240566, 0.2376323325205094, 0.23279919989681838]",True
22cdd53341bec147,5840890d5afe6d1c,5,15,m1,0.01,3,7022,0.237538887345,"[0.2434411587868937, 0.2369561800419557, 0.23268795642486814]",False
896f5bc68cfba273,5840890d5afe6d1c,5,15,m1,0.1,3,7022,0.237536255329,"[0.2434405964646207, 0.2369487696084823, 0.23268807877940956]",False
302114822c9cbc10,5840890d5afe6d1c,5,15,m1,1,3,7022,0.237536108747,"[0.24344090497527585, 0.23694802294641495, 0.23268809891371772]",False
2d3348b4ae266b83,5840890d5afe6d1c,5,15,m1,10,3,7022,0.237536094132,"[0.2434409359309046, 0.2369479482295979, 0.2326881010050409]",True
c98f578e518590f9,5840890d5afe6d1c,1,0,m0,0.01,3,30946,0.247934625247,"[0.24559922716757743, 0.24818059435036913, 0.25021828251659295]",False
b6786c0843e22eca,5840890d5afe6d1c,1,0,m0,0.1,3,30946,0.247934170193,"[0.24559645763269752, 0.24818074034188553, 0.250219714048221]",False
