trial_id,run_id,resolution_minutes,outer_fold,model,alpha,inner_fold_count,inner_event_count,inner_oof_mean_squared_error,inner_fold_mse_json,selected
15733845b1e3c54b,a33442697ca39f89,5,9,cross_market,1,3,2775,77.0441146678,"[115.95428079290365, 52.37342730115486, 57.6485244778663]",False
f61e92d1a53fbe19,a33442697ca39f89,5,9,cross_market,10,3,2775,76.969098386,"[115.7898438246422, 52.36120716670434, 57.612023325876244]",False
2c19911071afb984,a33442697ca39f89,5,9,cross_market,100,3,2775,76.6023973488,"[114.96852287823198, 52.34302347374151, 57.412074767913026]",False
d2bb85ab3a1ad0e6,a33442697ca39f89,5,9,cross_market,1000,3,2775,76.3053112325,"[114.16973641521389, 52.53066363118474, 57.199569245700296]",True
a2ff7fab8047977d,a33442697ca39f89,5,10,nq_only,0.01,3,2709,70.2332346337,"[52.53822451494436, 57.15505030933602, 99.31669226346416]",False
96e7a9943842586f,a33442697ca39f89,5,10,nq_only,0.1,3,2709,70.2332052555,"[52.53819886999432, 57.15502807191777, 99.31665259224076]",False
3eee21b48bcd318a,a33442697ca39f89,5,10,nq_only,1,3,2709,70.2329120398,"[52.53794314359814, 57.154806260684495, 99.31625630114709]",False
9fa5cab2af11fbd6,a33442697ca39f89,5,10,nq_only,10,3,2709,70.2300355726,"[52.53545690062986, 57.152643472450656, 99.31233497960693]",False
7f4433e8c6edd159,a33442697ca39f89,5,10,nq_only,100,3,2709,70.20604425,"[52.516590295629875, 57.135710420968145, 99.27681758592746]",False
c454f7895a0f2644,a33442697ca39f89,5,10,nq_only,1000,3,2709,70.1393075877,"[52.52147740611533, 57.122661593189974, 99.09164733098294]",True
c94bbbac1bb49843,a33442697ca39f89,5,10,cross_market,0.01,3,2709,70.2734623511,"[52.37502127381926, 57.65286375663408, 99.1144822248408]",False
6309a31e369e2904,a33442697ca39f89,5,10,cross_market,0.1,3,2709,70.2732386903,"[52.3748741144567, 57.65246642563498, 99.11435124511857]",False
45f8a59378df4e80,a33442697ca39f89,5,10,cross_market,1,3,2709,70.2710256898,"[52.37342730115486, 57.6485244778663, 99.11305659126802]",False
c7b3fef52e176746,a33442697ca39f89,5,10,cross_market,10,3,2709,70.2510694159,"[52.36120716670434, 57.612023325876244, 99.10150734553397]",False
2ac3b0c59c84a30e,a33442697ca39f89,5,10,cross_market,100,3,2709,70.1648329132,"[52.34302347374151, 57.412074767913026, 99.0590268577854]",True
05e6315c019c5750,a33442697ca39f89,5,10,cross_market,1000,3,2709,70.1694764043,"[52.53066363118474, 57.199569245700296, 99.09724496623976]",False
f3c76b20dae2d6c5,a33442697ca39f89,5,11,nq_only,0.01,3,2821,90.2069515678,"[57.15505030933602, 99.31669226346416, 111.15902512249333]",False
b9c85ac96429436c,a33442697ca39f89,5,11,nq_only,0.1,3,2821,90.2069199452,"[57.15502807191777, 99.31665259224076, 111.15899269392189]",False
e235f3c36b176aac,a33442697ca39f89,5,11,nq_only,1,3,2821,90.2066041205,"[57.154806260684495, 99.31625630114709, 111.15866864733168]",False
3a5cd9acbd81d5a9,a33442697ca39f89,5,11,nq_only,10,3,2821,90.2034854576,"[57.152643472450656, 99.31233497960693, 111.15545181201996]",False
6d86d0210d522689,a33442697ca39f89,5,11,nq_only,100,3,2821,90.1757519588,"[57.135710420968145, 99.27681758592746, 111.12539862659938]",False
